MovieID,FavoriteCount,PlayCount,FileSize,ChannelID,Images,Name/Description,Class,Actor,CreateTime
5123300,59,605,1149761904,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/sdjs00051/sdjs00051.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/sdjs00051/sdjs00051m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/sdjs00051/sdjs00051.mp4.jpg']","['処女デビューのウブな女子社員が、SEXで最高に気持ちよくなるために30日間オナニーしまくった記録映像（SEXも3回してるよ） 浅井心晴（21）', '処女デビューのウブな女子社員が、SEXで最高に気持ちよくなるために30日間オナニーしまくった記録映像（SEXも3回してるよ） 浅井心晴（21）']","[12, 49, 162, 249]",[8279],2020/02/07
5123299,287,2071,549509245,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/sdde00609/sdde00609.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/sdde00609/sdde00609m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/sdde00609/sdde00609.mp4.jpg']","['今日から君は、セックス地球防衛軍 2169 宇宙戦艦で戦う強かっこいい女隊員たちとセックスをして地球を守れ！', '今日から君は、セックス地球防衛軍 2169 宇宙戦艦で戦う強かっこいい女隊員たちとセックスをして地球を守れ！']","[47, 122]","[8047, 8154]",2020/02/07
5123298,56,335,611673406,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/scpx00383B/scpx00383B.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/scpx00383B/scpx00383Bm.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/scpx00383B/scpx00383B.mp4.jpg']","['予約半年待ちの超人気デリ嬢が潮でボクの部屋を浸水させたおわび本番が凄かった！', '予約半年待ちの超人気デリ嬢が潮でボクの部屋を浸水させたおわび本番が凄かった！']","[2, 4, 12, 94, 140]",[],2020/02/07
5123297,83,634,638463976,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/scpx00383A/scpx00383A.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/scpx00383A/scpx00383Am.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/scpx00383A/scpx00383A.mp4.jpg']","['予約半年待ちの超人気デリ嬢が潮でボクの部屋を浸水させたおわび本番が凄かった！', '予約半年待ちの超人気デリ嬢が潮でボクの部屋を浸水させたおわび本番が凄かった！']","[2, 4, 12, 94, 140]",[],2020/02/07
5123296,115,681,590210296,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/saba00593/saba00593.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/saba00593/saba00593m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/saba00593/saba00593.mp4.jpg']","['就職活動最前線「内定ください…妊娠しても大丈夫です」搾取される若者達！パワハラ人事面接 板橋区在住N大学経済学部4年 富沢ゆきさん（仮名）', '就職活動最前線「内定ください…妊娠しても大丈夫です」搾取される若者達！パワハラ人事面接 板橋区在住N大学経済学部4年 富沢ゆきさん（仮名）']","[4, 6, 20, 65]",[],2020/02/07
5123295,99,771,620086932,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/rctd00303/rctd00303.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/rctd00303/rctd00303m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/rctd00303/rctd00303.mp4.jpg']","['男女入れ替え結界シール～女が青で男が赤～', '男女入れ替え結界シール～女が青で男が赤～\n']","[27, 46]","[7852, 8016]",2020/02/07
5123294,182,1340,1150490418,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/oyc00302/oyc00302.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/oyc00302/oyc00302m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/oyc00302/oyc00302.mp4.jpg']","['家出少女媚薬漬け1泊2日輪●', '家出少女媚薬漬け1泊2日輪●']","[40, 85, 86, 120]",[],2020/02/07
5123293,268,1914,625619807,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/nzk00020/nzk00020.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/nzk00020/nzk00020m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/nzk00020/nzk00020.mp4.jpg']","['新人OLに媚薬を飲ませた上司の性交記録 vol.05', '新人OLに媚薬を飲ませた上司の性交記録 vol.05']","[17, 20, 79, 249]",[],2020/02/07
5123292,225,1794,899692837,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/nhdtb00362/nhdtb00362.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/nhdtb00362/nhdtb00362m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/nhdtb00362/nhdtb00362.mp4.jpg']","['成長した甥っ子のデカチンが触りたくて膝の上に乗せてこっそりシゴきまくる叔母', '成長した甥っ子のデカチンが触りたくて膝の上に乗せてこっそりシゴきまくる叔母']","[2, 43, 253]",[],2020/02/07
5123291,334,1659,721711212,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/mifd00099/mifd00099.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/mifd00099/mifd00099m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/mifd00099/mifd00099.mp4.jpg']","['‘可愛すぎる巨乳泡姫’と話題のアイドルソープ嬢がAV転身！ 愛嬌抜群の熊本No.1フードルがMOODYZ電撃デビュー！ 柚奈れい', '‘可愛すぎる巨乳泡姫’と話題のアイドルソープ嬢がAV転身！ 愛嬌抜群の熊本No.1フードルがMOODYZ電撃デビュー！ 柚奈れい']","[2, 6, 55, 140, 297]",[8278],2020/02/07
5123290,110,1076,578555958,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/miaa00218/miaa00218.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/miaa00218/miaa00218m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/miaa00218/miaa00218.mp4.jpg']","['若い頃の妻を抱きたくて時空を超えて逢いにいく。 奏音かのん', '若い頃の妻を抱きたくて時空を超えて逢いにいく。 奏音かのん\n']","[2, 4, 6]",[8152],2020/02/07
5123289,102,821,907599326,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/mdtm00599/mdtm00599.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/mdtm00599/mdtm00599m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/mdtm00599/mdtm00599.mp4.jpg']","['学校でしようよ ～さらば青春の光BESTセレクション～ たった1枚の青春ポラロイド編', ' 博愛主義のあやは幼馴染への純情な気持ちも他人へのご奉仕する愛も。自分が求められる事で自我が成立つ不思議な女子校生。委員長と呼ばれるとわは大好きな同級生から告白されるも進路指導と称した担任教師の調教SEXに堕ちていく。同じクラスの女子に密かな思いを寄せるひなみ。その彼女の気持ちを知ってしまった嫉妬心から、男子生徒に自らを遊ばせる...。幼馴染の同級生から告白されるリン。担任教師に弱みを握られ弄ばれる日々に嫌気が差し、その幼馴染に助けを求めるが、すでに他の女子のものだった...。学園を舞台に繰り広げられる女子校生による性にまつわる物語を収録。']","[4, 40, 62, 75, 89]","[731, 8015]",2020/02/07
5123288,164,1901,784442533,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/lulu00008/lulu00008.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/lulu00008/lulu00008m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/lulu00008/lulu00008.mp4.jpg']","['ブルマおばさんのピタパン尻に我慢できずにバックからねじ込むデカチン即ハメ！青年ち○ぽのイッても止めない追撃ピストンに心奪われたデカ尻妻が', ' 街で声をかけた美人でデカ尻の奥さんたちに学生の時以来のブルマ着用をお願いしてみました。「子供の頃はこんなに恥ずかしいの履いてたんだ…」大人になると恥ずかしい、尻にピッタリ張り付く濃紺ブルマで赤面！そして大人ブルマの卑猥さに我慢できなくなった青年が、ブルマを履かせたままデカち○ぽを挿入！！突然の激ピストンに逃げきれず青年デカち○ぽで我を忘れて絶頂しまくった奥さん2人の雌イキ姿をご覧ください！！']","[3, 20, 108, 253]",[],2020/02/07
5123287,484,3500,582037925,3,"['http://qq.lxlipic.com/PIC/2020/3/0207/jul00117/jul00117.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/jul00117/jul00117m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0207/jul00117/jul00117.mp4.jpg']","['中出しまでのカウントダウン。 桜樹玲奈', ' 毎年、妻・玲奈の誕生日をカレンダーに書き込みカウントダウンしながら楽しみにしていた夫・良和。今年の誕生日まで後11日…浮つく良和を上司の大木は密かに妬んでいた。今度の出世で良和は大木を抜いていったのだ。そして、玲奈の元へ行くと、大木は玲奈を押し倒し、良和が記念日までをカウントダウンするように「10・9・8…」と数え玲奈の膣内へ汚れた精液を射精していくのだった…。']","[3, 4, 7, 85]",[8277],2020/02/07
5123286,284,1207,1110326834,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/ABP947/ABP947.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/ABP947/ABP947m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/ABP947/ABP947.mp4.jpg']","['性欲、解放区。直到彼此性慾罄尽為止 濃密性交 01 性欲限界24本番24発射 乙都さきの', '蚊香社専属女優『乙都咲乃』快抵達界線的真實性交！從沒有長時間和一位男性熱情幹砲的咲乃這次要挑戰在拍攝時間絶頂回数無制限濃密姓交! ']","[14, 84, 147]",[7627],2020/02/06
5123285,286,970,1173410814,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/bazx00222B/bazx00222B.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/bazx00222B/bazx00222Bm.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/bazx00222B/bazx00222B.mp4.jpg']","['下集-黒髪制服美少女纪念作品・嚴選收藏special8時間', '性徵清純的黑髮少女紀念嚴選。收錄巨乳、小隻馬、貧乳、眼鏡等等三十位黒髪美少女一邊撩著黑髮一邊感受性愛快感...']","[4, 6, 75, 94]",[],2020/02/06
5123284,346,1558,589437680,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/dic00068/dic00068.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/dic00068/dic00068m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/dic00068/dic00068.mp4.jpg']","['18歲新人辣妹突然AV出道 2001年出生★令和最強辣妹AV降臨★', ' 2001年出生的傲慢辣妹『永愛』AV出道！體驗人生初次潮吹、爽到流淚、肉棒插入後快感不斷湧上! ']","[55, 61, 84]",[],2020/02/06
5123283,445,1798,563355138,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/hnd00786/hnd00786.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/hnd00786/hnd00786m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/hnd00786/hnd00786.mp4.jpg']","['「想要早點懷孕…」 某天得到聽見女性心聲能力的我、實現班導想懷孕的心願 ！！ 凛音とうか', '「啊啊，那孩子的肉棒變得怎麽樣呢，想舔、想插入、想用肉棒讓我懷孕～」哎呀呀？？這個聲音是？？是表情認真講課的老師的心聲！！！我得到了驚人的能力，按照想懷孕的巨乳女教師的願望，侵犯她直接做愛...']","[2, 4, 18]",[7868],2020/02/06
5123282,315,1348,587672524,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/hzgd00141/hzgd00141.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/hzgd00141/hzgd00141m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/hzgd00141/hzgd00141.mp4.jpg']","['用接吻和爆乳誘惑丈夫部下中出不倫性交 中村知恵', '迷上細心照顧酒醉丈夫的丈夫部下、並他和接吻的知恵。雖然知道這是不可以的還是用爆乳誘惑對方、最後跨約不倫的那條界線...']","[2, 3, 4, 73, 237]",[4736],2020/02/06
5123281,513,2009,680357041,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/jul00116/jul00116.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/jul00116/jul00116m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/jul00116/jul00116.mp4.jpg']","['擄獲男學生新任女教師誘惑破處性指導 凛音桃花', '劣等生・東的隱藏興趣是痴漢。那天也對美麗的套裝女性出手，沒想到對方居然是新任班導…。新任女教師・桃花把東叫過去，本以為會被訓斥，結果卻被戲弄了一番...']","[2, 7, 18, 69]",[7868],2020/02/06
5123280,316,1542,651021438,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/kbi00030/kbi00030.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/kbi00030/kbi00030m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/kbi00030/kbi00030.mp4.jpg']","['受孕不倫温泉【連続絶頂】生中出兩天一夜旅行 新川愛七', '和KANBi專屬女優『新川 愛七』出發二天一夜溫泉旅行瘋狂做愛！第一次見面雖然緊張，但邊閒聊邊摘葡萄，約會讓他們的距離一點一點縮短。剛到旅館就淋浴，趕緊脫掉衣服，互相玩弄身體。直接插入流出愛液的小穴…']","[2, 3, 4, 7, 12]",[8276],2020/02/06
5123279,467,2265,762053342,3,"['http://qq.lxlipic.com/PIC/2020/3/0206/lulu00007/lulu00007.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/lulu00007/lulu00007m.jpg', 'http://qq.lxlipic.com/PIC/2020/3/0206/lulu00007/lulu00007.mp4.jpg']","['性慾超純粹的姪女趁媽媽不在的那三天、整天要求舌吻喪失理性抱幹中出 ', '久違見面的姪女、長大成為對性感興趣的惡作劇小壞蛋 被他大膽要求舌吻、忍不住勃起。還擅自插入肉棒中出幹砲...']","[4, 20, 40, 237, 253]",[],2020/02/06
